,Tweet_ID,fav_count,retweet_count
946,751538714308972544,5421,1399
947,751456908746354688,3448,1096
948,751251247299190784,13465,6482
949,751205363882532864,6784,2018
950,751132876104687617,5473,1439
951,750868782890057730,5157,1536
952,750719632563142656,14223,5577
953,750506206503038976,4800,1268
954,750429297815552001,14183,4766
955,750383411068534784,4878,1255
956,750381685133418496,738,35
957,750147208377409536,3328,1067
958,750132105863102464,3905,1397
959,750117059602808832,4637,1431
960,750101899009982464,3274,929
961,750086836815486976,2336,600
962,750071704093859840,8433,3684
963,750056684286914561,3367,979
964,750041628174217216,3416,684
965,750026558547456000,2917,870
966,750011400160841729,3484,1004
967,749996283729883136,3250,888
968,749981277374128128,5502,2703
969,749774190421639168,4995,1444
970,749417653287129088,6554,1840
971,749403093750648834,2820,602
972,749395845976588288,9251,3817
973,749317047558017024,5900,2441
974,749075273010798592,6193,2285
975,749064354620928000,5147,1669
976,749036806121881602,3328,860
977,748977405889503236,11542,3756
978,748932637671223296,6287,2479
979,748705597323898880,2972,1040
980,748699167502000129,5091,1763
981,748692773788876800,4550,1464
982,748575535303884801,6519,2195
983,748568946752774144,2337,737
984,748346686624440324,5609,1364
985,748337862848962560,8260,4543
986,748324050481647620,3983,844
987,748307329658011649,3943,788
988,748220828303695873,15163,8574
989,747963614829678593,6236,2374
990,747933425676525569,7116,2807
991,747885874273214464,3166,1092
992,747844099428986880,3013,822
993,747816857231626240,5214,1283
994,747651430853525504,1481,173
995,747648653817413632,13833,6425
996,747600769478692864,2491,601
997,747594051852075008,3953,1160
998,747512671126323200,5958,1741
999,747461612269887489,4147,1139
1000,747439450712596480,5833,2123
1001,747242308580548608,0,3169
1002,747219827526344708,5665,1737
1003,747204161125646336,3627,1007
1004,747103485104099331,10281,4401
1005,746906459439529985,3091,328
1006,746872823977771008,6418,2362
1007,746818907684614144,5671,1888
1008,746790600704425984,5209,1750
1009,746757706116112384,10242,4271
1010,746726898085036033,6475,1966
1011,746542875601690625,5394,2050
1012,746521445350707200,0,1079
1013,746507379341139972,4966,1183
1014,746369468511756288,6476,1808
1015,746131877086527488,7382,2414
1016,746056683365994496,3795,902
1017,745789745784041472,4328,1169
1018,745712589599014916,7472,2547
1019,745433870967832576,7602,2787
1020,745422732645535745,9185,2682
1021,745314880350101504,7671,3046
1022,745074613265149952,8374,3858
1023,745057283344719872,7738,2506
1024,744995568523612160,3196,692
1025,744971049620602880,8416,2953
1026,744709971296780288,5988,1701
1027,744334592493166593,7230,2350
1028,744234799360020481,127895,77132
1029,744223424764059648,1819,409
1030,743980027717509120,4433,1195
1031,743895849529389061,3901,1048
1032,743835915802583040,0,2295
1033,743609206067040256,4793,1508
1034,743595368194129920,19731,7198
1035,743545585370791937,3762,1028
1036,743510151680958465,8451,4046
1037,743253157753532416,4515,1327
1038,743222593470234624,6621,2090
1039,743210557239623680,4101,1497
1040,742534281772302336,7528,3882
1041,742528092657332225,4747,2177
1042,742465774154047488,7750,4243
1043,742423170473463808,10528,4164
1044,742385895052087300,7260,2171
1045,742161199639494656,4635,1506
1046,742150209887731712,5501,1709
1047,741793263812808706,4858,1652
1048,741743634094141440,8734,3023
1049,741438259667034112,3919,914
1050,741303864243200000,9373,3535
1051,741099773336379392,10719,6049
1052,741067306818797568,10074,3386
1053,740995100998766593,6844,3024
1054,740711788199743490,3642,1020
1055,740699697422163968,3030,852
1056,740676976021798912,19373,7458
1057,740373189193256964,37082,14576
1058,740365076218183684,2651,479
1059,740359016048689152,3519,934
1060,740214038584557568,7143,2152
1061,739979191639244800,21301,6480
1062,739932936087216128,4326,1179
1063,739844404073074688,4038,931
1064,739623569819336705,4069,1494
1065,739606147276148736,5742,1809
1066,739544079319588864,42466,23463
1067,739485634323156992,7694,3217
1068,739238157791694849,73144,50718
1069,738891149612572673,115,6
1070,738885046782832640,4021,1244
1071,738883359779196928,3567,888
1072,738537504001953792,5435,1708
1073,738402415918125056,3494,932
1074,738184450748633089,4610,1323
1075,738166403467907072,9378,3732
1076,738156290900254721,2702,721
1077,737826014890496000,5619,1931
1078,737800304142471168,10656,3778
1079,737678689543020544,5386,1461
1080,737445876994609152,11010,4872
1081,737322739594330112,3851,881
1082,737310737551491075,15656,8089
1083,736736130620620800,4610,1900
1084,736392552031657984,18943,8131
1085,736365877722001409,4264,1363
1086,736225175608430592,8674,3016
1087,736010884653420544,8437,3246
1088,735991953473572864,3836,1255
1089,735648611367784448,4286,1196
1090,735635087207878657,6607,2582
1091,735274964362878976,13864,5543
1092,735256018284875776,3580,965
1093,735137028879360001,3339,1054
1094,734912297295085568,2916,562
1095,734787690684657664,13391,6869
1096,734776360183431168,2669,588
1097,734559631394082816,1596,430
1098,733828123016450049,3831,849
1099,733822306246479872,3916,1102
1100,733482008106668032,3352,1036
1101,733460102733135873,4481,1400
1102,733109485275860992,45273,17290
1103,732732193018155009,2597,583
1104,732726085725589504,3759,963
1105,732585889486888962,3927,843
1106,732375214819057664,8603,2742
1107,732005617171337216,15891,5951
1108,731285275100512256,3715,1073
1109,731156023742988288,4088,1388
1110,730924654643314689,6519,2161
1111,730573383004487680,5247,2351
1112,730427201120833536,3696,1131
1113,730211855403241472,4077,1148
1114,730196704625098752,5201,2102
1115,729854734790754305,4287,1218
1116,729838605770891264,1813,418
1117,729823566028484608,4250,1348
1118,729463711119904772,6181,2505
1119,729113531270991872,2006,359
1120,728986383096946689,3377,889
1121,728760639972315136,4969,1846
1122,728751179681943552,2974,739
1123,728653952833728512,3530,1138
1124,728409960103686147,5246,2192
1125,728387165835677696,3913,1041
1126,728046963732717569,4582,1278
1127,728035342121635841,4829,1825
1128,728015554473250816,4359,1193
1129,727685679342333952,3122,692
1130,727644517743104000,6280,1906
1131,727524757080539137,4762,1335
1132,727314416056803329,3529,814
1133,727286334147182592,3232,892
1134,727175381690781696,4113,1491
1135,727155742655025152,3872,1441
1136,726935089318363137,7319,2662
1137,726887082820554753,4084,1638
1138,726828223124897792,3778,1097
1139,726224900189511680,4698,1263
1140,725842289046749185,7496,2880
1141,725786712245440512,4425,1480
1142,725729321944506368,5513,1939
1143,725458796924002305,1500,676
1144,724983749226668032,3944,1423
1145,724771698126512129,2515,695
1146,724405726123311104,5640,1793
1147,724049859469295616,4606,1921
1148,724046343203856385,2833,606
1149,724004602748780546,4450,1727
1150,723912936180330496,4131,1330
1151,723688335806480385,8203,3239
1152,723673163800948736,3219,970
1153,723179728551723008,5638,2045
1154,722974582966214656,4373,1711
1155,722613351520608256,5267,1783
1156,721503162398597120,4957,2044
1157,721001180231503872,2682,665
1158,720785406564900865,3314,841
1159,720775346191278080,2637,742
1160,720415127506415616,4384,1621
1161,720389942216527872,6818,2746
1162,720340705894408192,3052,1057
1163,720059472081784833,4140,1231
1164,720043174954147842,5211,2179
1165,719991154352222208,5138,1907
1166,719704490224398336,4854,1582
1167,719551379208073216,5383,2107
1168,719367763014393856,2969,801
1169,719339463458033665,4685,1356
1170,719332531645071360,3626,1038
1171,718971898235854848,3704,1198
1172,718939241951195136,5569,1912
1173,718631497683582976,20126,8803
1174,718613305783398402,2602,525
1175,718540630683709445,2646,1098
1176,718460005985447936,2875,577
1177,718454725339934721,5187,1635
1178,718246886998687744,2048,545
1179,718234618122661888,4115,1086
1180,717841801130979328,2604,648
1181,717790033953034240,3080,1222
1182,717537687239008257,6123,2001
1183,717428917016076293,1702,495
1184,717421804990701568,3353,919
1185,717047459982213120,6654,2069
1186,717009362452090881,3479,1064
1187,716802964044845056,4534,1273
1188,716791146589110272,5872,1512
1189,716730379797970944,1307,460
1190,716447146686459905,13948,6402
1191,716439118184652801,2508,238
1192,716285507865542656,2955,1185
1193,716080869887381504,5196,1894
1194,715928423106027520,3397,954
1195,715758151270801409,3969,1548
1196,715733265223708672,4965,1843
1197,715704790270025728,2975,611
1198,715696743237730304,4156,1405
1199,715680795826982913,4599,1764
1200,715360349751484417,5812,1710
1201,715342466308784130,3214,743
1202,715220193576927233,2565,712
1203,715200624753819648,5445,2048
1204,715009755312439296,4433,1344
1205,714982300363173890,3995,1125
1206,714962719905021952,7827,4650
1207,714957620017307648,4397,1544
1208,714631576617938945,3477,1087
1209,714606013974974464,3845,1013
1210,714485234495041536,2883,1266
1211,714258258790387713,3199,778
1212,714251586676113411,3473,915
1213,714214115368108032,2410,953
1214,714141408463036416,4569,1521
1215,713919462244790272,3480,846
1216,713909862279876608,2031,595
1217,713900603437621249,3002,810
1218,713761197720473600,5186,1493
1219,713411074226274305,4693,1403
1220,713177543487135744,7657,3086
1221,713175907180089344,4747,1574
1222,712809025985978368,19782,7327
1223,712717840512598017,13153,5438
1224,712668654853337088,4427,1322
1225,712438159032893441,5660,1699
1226,712309440758808576,260,25
1227,712097430750289920,4037,1130
1228,712092745624633345,3126,978
1229,712085617388212225,3441,528
1230,712065007010385924,2410,681
1231,711998809858043904,0,137
1232,711968124745228288,8563,2516
1233,711743778164514816,3017,1072
1234,711732680602345472,9480,4494
1235,711694788429553666,34932,19865
1236,711652651650457602,4117,998
1237,711363825979756544,3889,1237
1238,711306686208872448,3521,795
1239,711008018775851008,3189,682
1240,710997087345876993,4845,1511
1241,710844581445812225,2710,747
1242,710833117892898816,2865,586
1243,710658690886586372,2457,615
1244,710609963652087808,5106,2556
1245,710588934686908417,4856,2045
1246,710296729921429505,2520,800
1247,710283270106132480,2265,560
1248,710272297844797440,4816,1375
1249,710269109699739648,2558,1224
1250,710153181850935296,3095,971
1251,710140971284037632,2948,976
1252,710117014656950272,5849,2167
1253,709918798883774466,3175,1166
1254,709901256215666688,713,108
1255,709852847387627521,3729,1297
1256,709566166965075968,3761,1317
1257,709556954897764353,3492,1161
1258,709519240576036864,1582,262
1259,709449600415961088,2366,645
1260,709409458133323776,2791,759
1261,709225125749587968,2547,627
1262,709207347839836162,13420,6357
1263,709198395643068416,2566,697
1264,709179584944730112,2144,735
1265,709158332880297985,2182,453
1266,709042156699303936,5073,1790
1267,708853462201716736,1909,715
1268,708845821941387268,3163,977
1269,708834316713893888,1815,548
1270,708810915978854401,17579,7587
1271,708738143638450176,2918,886
1272,708711088997666817,2721,793
1273,708479650088034305,2713,739
1274,708469915515297792,3277,892
1275,708400866336894977,17043,11012
1276,708356463048204288,3846,1465
1277,708349470027751425,2508,803
1278,708149363256774660,4549,1680
1279,708130923141795840,3609,914
1280,708119489313951744,2863,1066
1281,708109389455101952,2062,588
1282,708026248782585858,4646,2095
1283,707995814724026368,3312,1220
1284,707983188426153984,51,2
1285,707969809498152960,2871,1055
1286,707776935007539200,3496,1031
1287,707741517457260545,2649,664
1288,707738799544082433,4361,2692
1289,707693576495472641,3649,1092
1290,707629649552134146,2755,956
1291,707610948723478529,18073,6995
1292,707420581654872064,2434,758
1293,707411934438625280,2425,652
1294,707387676719185920,3736,1424
1295,707377100785885184,3508,1174
1296,707315916783140866,2632,701
1297,707297311098011648,2941,872
1298,707059547140169728,2745,739
1299,707038192327901184,2343,873
1300,707021089608753152,4331,1495
1301,707014260413456384,2454,648
1302,706904523814649856,15535,8546
1303,706901761596989440,2212,657
1304,706681918348251136,3540,1055
1305,706644897839910912,2744,1193
1306,706593038911545345,2299,686
1307,706538006853918722,3689,1537
1308,706516534877929472,3304,1126
1309,706346369204748288,3676,1001
1310,706310011488698368,22879,8723
1311,706291001778950144,1814,511
1312,706265994973601792,2905,1000
1313,706169069255446529,4172,2427
1314,706166467411222528,5496,1759
1315,706153300320784384,1596,420
1316,705975130514706432,3309,805
1317,705970349788291072,3354,972
1318,705898680587526145,2532,616
1319,705786532653883392,2079,578
1320,705591895322394625,3384,1259
1321,705475953783398401,3160,1006
1322,705442520700944385,4751,1799
1323,705428427625635840,4076,1850
1324,705239209544720384,3201,818
1325,705223444686888960,2757,880
1326,705102439679201280,2297,562
1327,705066031337840642,2320,659
1328,704871453724954624,4549,1216
1329,704859558691414016,2406,597
1330,704847917308362754,5454,1679
1331,704819833553219584,2827,1098
1332,704761120771465216,7087,3169
1333,704499785726889984,3141,1088
1334,704491224099647488,817,92
1335,704480331685040129,3633,1154
1336,704364645503647744,8587,3877
1337,704347321748819968,1691,386
1338,704134088924532736,1615,509
1339,704113298707505153,1986,614
1340,704054845121142784,3122,1000
1341,703774238772166656,1970,509
1342,703769065844768768,3517,1238
1343,703631701117943808,2777,751
1344,703611486317502464,4127,1659
1345,703425003149250560,4060,1508
1346,703407252292673536,2632,761
1347,703382836347330562,3747,1247
1348,703356393781329922,2034,422
1349,703268521220972544,2104,607
1350,703079050210877440,7881,3376
1351,703041949650034688,28207,13706
1352,702932127499816960,2764,789
1353,702899151802126337,1728,491
1354,702684942141153280,3424,1176
1355,702671118226825216,2339,612
1356,702598099714314240,11046,3583
1357,702539513671897089,3067,1049
1358,702332542343577600,3416,1694
1359,702321140488925184,3503,1129
1360,702276748847800320,2644,833
1361,702217446468493312,5134,1462
1362,701981390485725185,3676,1077
1363,701952816642965504,4071,1110
1364,701889187134500865,3808,1504
1365,701805642395348998,3663,1847
1366,701601587219795968,2232,501
1367,701570477911896070,3004,1021
1368,701545186879471618,2830,663
1369,701214700881756160,13073,5597
1370,700890391244103680,2372,628
1371,700864154249383937,2769,667
1372,700847567345688576,2600,544
1373,700796979434098688,2598,1045
1374,700747788515020802,24424,10250
1375,700518061187723268,2814,874
1376,700505138482569216,2435,624
1377,700462010979500032,4433,1969
1378,700167517596164096,2833,813
1379,700151421916807169,2395,723
1380,700143752053182464,8054,3010
1381,700062718104104960,2819,756
1382,700029284593901568,2206,634
1383,700002074055016451,3533,1468
1384,699801817392291840,3251,1051
1385,699788877217865730,2400,541
1386,699779630832685056,2960,1348
1387,699775878809702401,2095,665
1388,699691744225525762,10951,5009
1389,699446877801091073,6342,2853
1390,699434518667751424,2320,557
1391,699423671849451520,1465,362
1392,699413908797464576,2199,675
1393,699370870310113280,2006,478
1394,699323444782047232,3374,944
1395,699088579889332224,2384,687
1396,699079609774645248,2610,715
1397,699072405256409088,3202,1292
1398,699060279947165696,4035,1983
1399,699036661657767936,2789,1301
1400,698989035503689728,3614,1077
1401,698953797952008193,2892,981
1402,698907974262222848,2713,678
1403,698710712454139905,2644,751
1404,698703483621523456,1552,413
1405,698635131305795584,1373,373
1406,698549713696649216,2475,674
1407,698355670425473025,1999,492
1408,698342080612007937,2427,1040
1409,698262614669991936,5073,2193
1410,698195409219559425,17925,6527
1411,698178924120031232,2999,802
1412,697995514407682048,1628,363
1413,697990423684476929,3512,1409
1414,697943111201378304,2568,753
1415,697881462549430272,3229,1294
1416,697630435728322560,1863,589
1417,697616773278015490,3362,1100
1418,697596423848730625,3238,1375
1419,697575480820686848,2180,551
1420,697516214579523584,2219,1238
1421,697482927769255936,2590,739
1422,697463031882764288,3647,1506
1423,697270446429966336,4985,2029
1424,697259378236399616,3514,1086
1425,697255105972801536,3226,1267
1426,697242256848379904,2694,730
1427,696900204696625153,3411,1120
1428,696894894812565505,2511,736
1429,696886256886657024,5167,1954
1430,696877980375769088,2610,779
1431,696754882863349760,1574,388
1432,696744641916489729,2221,1029
1433,696713835009417216,2538,710
1434,696518437233913856,4163,1847
1435,696490539101908992,1307,162
1436,696488710901260288,2714,1131
1437,696405997980676096,3429,1243
1438,696100768806522880,2070,724
1439,695816827381944320,3204,1279
1440,695794761660297217,3402,849
1441,695767669421768709,2001,815
1442,695629776980148225,4884,2301
1443,695446424020918272,4653,1977
1444,695409464418041856,9204,3897
1445,695314793360662529,3895,1609
1446,695095422348574720,2813,673
1447,695074328191332352,3034,1205
1448,695064344191721472,1716,656
1449,695051054296211456,2845,860
1450,694925794720792577,2885,1002
1451,694905863685980160,2959,1022
1452,694669722378485760,38102,15778
1453,694356675654983680,1610,316
1454,694352839993344000,2174,678
1455,694342028726001664,1685,531
1456,694329668942569472,2145,545
1457,694206574471057408,4476,2226
1458,694183373896572928,3142,1014
1459,694001791655137281,3617,1131
1460,693993230313091072,2001,442
1461,693942351086120961,1847,404
1462,693647888581312512,2880,646
1463,693644216740769793,1432,142
1464,693642232151285760,2719,454
1465,693629975228977152,2618,875
1466,693622659251335168,1647,404
1467,693590843962331137,5415,2145
1468,693582294167244802,1758,279
1469,693486665285931008,1893,684
1470,693280720173801472,3591,1360
1471,693267061318012928,2548,898
1472,693262851218264065,2384,549
1473,693231807727280129,3061,801
1474,693155686491000832,8431,3502
1475,693109034023534592,1834,671
1476,693095443459342336,2000,505
1477,692919143163629568,2852,813
1478,692905862751522816,2600,961
1479,692901601640583168,1914,661
1480,692894228850999298,2432,883
1481,692828166163931137,3073,962
1482,692752401762250755,7300,3967
1483,692568918515392513,4641,1679
1484,692535307825213440,3412,1483
1485,692530551048294401,1972,457
1486,692423280028966913,1576,253
1487,692417313023332352,9995,3801
1488,692187005137076224,2697,896
1489,692158366030913536,2298,872
1490,692142790915014657,1754,429
1491,692041934689402880,3636,1391
1492,692017291282812928,3062,1047
1493,691820333922455552,4212,1802
1494,691793053716221953,8678,4591
1495,691756958957883396,3087,1121
1496,691675652215414786,2075,558
1497,691483041324204033,2531,624
1498,691459709405118465,4338,1252
1499,691444869282295808,2834,929
1500,691416866452082688,20677,8356
1501,691321916024623104,2758,721
1502,691096613310316544,3167,977
1503,691090071332753408,1821,371
1504,690989312272396288,6319,3146
1505,690959652130045952,3817,1376
1506,690938899477221376,4421,2181
1507,690932576555528194,3514,1116
1508,690735892932222976,4031,1399
1509,690728923253055490,2315,569
1510,690690673629138944,2485,865
1511,690649993829576704,1396,307
1512,690607260360429569,309,19
1513,690597161306841088,2098,657
1514,690400367696297985,1994,493
1515,690374419777196032,3477,945
1516,690360449368465409,2838,973
1517,690348396616552449,1603,558
1518,690248561355657216,1802,452
1519,690021994562220032,2985,1132
1520,690015576308211712,2681,807
1521,690005060500217858,3911,1850
1522,689999384604450816,1524,411
1523,689993469801164801,1568,502
1524,689977555533848577,1456,487
1525,689905486972461056,2592,759
1526,689877686181715968,3223,1300
1527,689835978131935233,2311,822
1528,689661964914655233,3416,1012
1529,689659372465688576,11102,4262
1530,689623661272240129,2392,715
1531,689599056876867584,12434,6041
1532,689557536375177216,2197,507
1533,689517482558820352,3623,1566
1534,689289219123089408,2405,1012
1535,689283819090870273,3513,1208
1536,689280876073582592,2136,788
1537,689275259254616065,1237,268
1538,689255633275777024,2736,1175
1539,689154315265683456,3266,1100
1540,689143371370250240,2168,565
1541,688916208532455424,2916,954
1542,688908934925697024,2262,846
1543,688898160958271489,2246,862
1544,688894073864884227,2382,767
1545,688828561667567616,1472,405
1546,688804835492233216,1023,215
1547,688789766343622656,2364,728
1548,688547210804498433,2785,769
1549,688519176466644993,2465,798
1550,688385280030670848,9947,4868
1551,688211956440801280,2376,916
1552,688179443353796608,2260,645
1553,688116655151435777,3014,858
1554,688064179421470721,1831,393
1555,687841446767013888,5856,2775
1556,687826841265172480,2919,1247
1557,687818504314159109,2678,1043
1558,687807801670897665,2553,765
1559,687732144991551489,1884,720
1560,687704180304273409,2606,925
1561,687664829264453632,2076,563
1562,687494652870668288,2052,629
1563,687480748861947905,1710,272
1564,687476254459715584,2114,591
1565,687460506001633280,2182,591
1566,687399393394311168,2028,686
1567,687317306314240000,21505,10033
1568,687312378585812992,4649,2086
1569,687127927494963200,5834,2512
1570,687124485711986689,2316,557
1571,687109925361856513,6202,2708
1572,687102708889812993,2497,1088
1573,687096057537363968,2399,669
1574,686947101016735744,9207,3476
1575,686760001961103360,3758,1506
1576,686749460672679938,3715,1601
1577,686730991906516992,4444,1311
1578,686683045143953408,3000,882
1579,686618349602762752,3930,1489
1580,686606069955735556,2016,592
1581,686394059078897668,1879,750
1582,686386521809772549,3476,970
1583,686377065986265092,2368,618
1584,686358356425093120,2348,750
1585,686286779679375361,4274,1825
1586,686050296934563840,2358,809
1587,686035780142297088,1234,133
1588,686034024800862208,3330,1283
1589,686007916130873345,2637,459
1590,686003207160610816,1944,702
1591,685973236358713344,2259,588
1592,685943807276412928,1750,672
1593,685906723014619143,8056,3192
1594,685681090388975616,2168,138
1595,685667379192414208,2497,631
1596,685663452032069632,3469,1603
1597,685641971164143616,3132,851
1598,685547936038666240,35260,17174
1599,685532292383666176,3254,1264
1600,685325112850124800,10150,4383
1601,685321586178670592,2831,709
1602,685315239903100929,3575,1181
1603,685307451701334016,2210,482
1604,685268753634967552,3321,1329
1605,685198997565345792,2483,735
1606,685169283572338688,4378,1563
1607,684969860808454144,2452,421
1608,684959798585110529,7129,3429
1609,684940049151070208,3442,1149
1610,684926975086034944,3753,519
1611,684914660081053696,3739,1603
1612,684902183876321280,2004,584
1613,684880619965411328,2246,906
1614,684830982659280897,37546,23651
1615,684800227459624960,2898,1088
1616,684594889858887680,9558,3874
1617,684588130326986752,4400,1542
1618,684567543613382656,3217,1355
1619,684538444857667585,2832,1057
1620,684481074559381504,4132,1282
1621,684460069371654144,2109,609
1622,684241637099323392,8725,3615
1623,684225744407494656,1324,232
1624,684222868335505415,4106,1519
1625,684200372118904832,2322,1131
1626,684195085588783105,2047,569
1627,684188786104872960,3719,1288
1628,684177701129875456,2155,737
1629,684147889187209216,3178,1638
1630,684122891630342144,2126,521
1631,684097758874210310,4388,1572
1632,683857920510050305,4054,1224
1633,683852578183077888,2057,385
1634,683849932751646720,2806,1075
1635,683834909291606017,2800,1210
1636,683828599284170753,2979,1157
1637,683773439333797890,3577,1486
1638,683742671509258241,6964,3651
1639,683515932363329536,7874,3186
1640,683498322573824003,3376,1051
1641,683481228088049664,2810,1088
1642,683462770029932544,2600,732
1643,683449695444799489,4156,1761
1644,683391852557561860,8121,2611
1645,683357973142474752,3144,1031
1646,683142553609318400,3075,1143
1647,683111407806746624,3632,997
1648,683098815881154561,2314,717
1649,683078886620553216,2121,617
1650,683030066213818368,2303,803
1651,682962037429899265,39585,18331
1652,682808988178739200,1888,202
1653,682788441537560576,2639,1225
1654,682750546109968385,1625,479
1655,682697186228989953,1405,393
1656,682662431982772225,3250,1174
1657,682638830361513985,2195,657
1658,682429480204398592,3657,1272
1659,682406705142087680,8093,1936
1660,682393905736888321,2380,748
1661,682389078323662849,1782,511
1662,682303737705140231,3288,1092
1663,682259524040966145,4451,1340
1664,682242692827447297,3471,1298
1665,682088079302213632,19587,10882
1666,682059653698686977,5294,1857
1667,682047327939461121,3425,1060
1668,682032003584274432,7025,2209
1669,682003177596559360,3361,1671
1670,681981167097122816,2958,1129
1671,681891461017812993,2635,910
1672,681694085539872773,13640,4431
1673,681679526984871937,1874,488
1674,681654059175129088,2817,1018
1675,681610798867845120,2040,518
1676,681579835668455424,3788,1438
1677,681523177663676416,15304,6387
1678,681340665377193984,1744,303
1679,681339448655802368,9911,4442
1680,681320187870711809,2834,833
1681,681302363064414209,4218,2005
1682,681297372102656000,3396,1048
1683,681281657291280384,3427,1207
1684,681261549936340994,1553,299
1685,681242418453299201,1595,597
1686,681231109724700672,2548,528
1687,681193455364796417,3957,1629
1688,680970795137544192,2587,725
1689,680959110691590145,4854,2171
1690,680940246314430465,3441,1158
1691,680934982542561280,2215,482
1692,680913438424612864,2551,677
1693,680889648562991104,1881,400
1694,680836378243002368,3674,1458
1695,680805554198020098,2313,723
1696,680801747103793152,2525,903
1697,680798457301471234,3050,1140
1698,680609293079592961,2806,781
1699,680583894916304897,3841,1466
1700,680497766108381184,4512,2094
1701,680494726643068929,1826,528
1702,680473011644985345,2702,817
1703,680440374763077632,1547,552
1704,680221482581123072,1552,316
1705,680206703334408192,3016,1286
1706,680191257256136705,2291,558
1707,680176173301628928,4157,1707
1708,680161097740095489,2465,800
1709,680145970311643136,3850,1902
1710,680130881361686529,2445,1040
1711,680115823365742593,2890,998
1712,680100725817409536,3803,1496
1713,680085611152338944,13626,9728
1714,680070545539371008,2735,962
1715,680055455951884288,17803,7795
1716,679877062409191424,2090,705
1717,679872969355714560,2311,722
1718,679862121895714818,2624,683
1719,679854723806179328,3060,1353
1720,679844490799091713,2525,853
1721,679828447187857408,38630,15329
1722,679777920601223168,3288,1223
1723,679736210798047232,2228,876
1724,679729593985699840,2306,902
1725,679722016581222400,1763,517
1726,679530280114372609,5065,2267
1727,679527802031484928,2817,798
1728,679511351870550016,3595,1403
1729,679503373272485890,3364,1618
1730,679475951516934144,2237,701
1731,679462823135686656,33857,20601
1732,679405845277462528,2532,1320
1733,679158373988876288,22894,8870
1734,679148763231985668,2947,1123
1735,679132435750195208,3155,1270
1736,679111216690831360,6348,2799
1737,679062614270468097,18210,8979
1738,679047485189439488,2397,749
1739,679001094530465792,3002,1344
1740,678991772295516161,2476,1280
1741,678969228704284672,1744,503
1742,678800283649069056,2734,983
1743,678798276842360832,3709,1298
1744,678774928607469569,2953,1006
1745,678767140346941444,3753,1495
1746,678764513869611008,1733,524
1747,678755239630127104,7602,3621
1748,678740035362037760,3988,1861
1749,678708137298427904,5909,2656
1750,678675843183484930,3050,1626
1751,678643457146150913,2176,467
1752,678446151570427904,4247,1720
1753,678424312106393600,5756,2777
1754,678410210315247616,4504,1990
1755,678399652199309312,61578,30137
1756,678396796259975168,1686,456
1757,678389028614488064,1980,459
1758,678380236862578688,2581,986
1759,678341075375947776,1833,588
1760,678334497360859136,1377,292
1761,678278586130948096,12187,6617
1762,678255464182861824,1681,405
1763,678023323247357953,2039,424
1764,678021115718029313,14587,6926
1765,677961670166224897,3617,1826
1766,677918531514703872,1431,445
1767,677895101218201600,5123,2303
1768,677716515794329600,3230,1060
1769,677700003327029250,3590,1562
1770,677698403548192770,1294,347
1771,677687604918272002,2621,915
1772,677673981332312066,3534,1627
1773,677662372920729601,2067,1062
1774,677644091929329666,1988,866
1775,677573743309385728,2264,794
1776,677565715327688705,1360,496
1777,677557565589463040,2574,1266
1778,677547928504967168,7340,3943
1779,677530072887205888,1127,243
1780,677335745548390400,3230,1941
1781,677334615166730240,1435,321
1782,677331501395156992,1150,257
1783,677328882937298944,3843,1629
1784,677314812125323265,1739,586
1785,677301033169788928,1318,449
1786,677269281705472000,2096,765
1787,677228873407442944,3739,1771
1788,677187300187611136,2887,997
1789,676975532580409345,2935,1161
1790,676957860086095872,2327,878
1791,676949632774234114,1372,428
1792,676948236477857792,2293,947
1793,676946864479084545,1795,410
1794,676942428000112642,2195,827
1795,676936541936185344,13439,5328
1796,676916996760600576,3136,1940
1797,676897532954456065,2375,785
1798,676864501615042560,2223,779
1799,676821958043033607,24390,16932
1800,676819651066732545,1902,718
1801,676811746707918848,1498,457
1802,676776431406465024,5265,2175
1803,676617503762681856,3055,1066
1804,676613908052996102,1148,210
1805,676606785097199616,1985,476
1806,676603393314578432,1233,423
1807,676593408224403456,4827,2334
1808,676590572941893632,974,139
1809,676588346097852417,2463,864
1810,676582956622721024,1269,305
1811,676575501977128964,2725,1214
1812,676533798876651520,1977,602
1813,676496375194980353,1593,576
1814,676470639084101634,12259,5056
1815,676440007570247681,1812,725
1816,676430933382295552,1469,373
1817,676263575653122048,2184,590
1818,676237365392908289,1284,318
1819,676219687039057920,78968,33598
1820,676215927814406144,1829,635
1821,676191832485810177,2393,1109
1822,676146341966438401,2016,721
1823,676121918416756736,2253,1257
1824,676101918813499392,2952,1247
1825,676098748976615425,3170,1556
1826,676089483918516224,1379,462
1827,675898130735476737,1717,623
1828,675891555769696257,2236,944
1829,675888385639251968,2501,1036
1830,675878199931371520,4401,1515
1831,675870721063669760,1727,610
1832,675853064436391936,2832,1402
1833,675849018447167488,990,165
1834,675845657354215424,2394,961
1835,675822767435051008,1602,573
1836,675820929667219457,1098,247
1837,675798442703122432,10783,3646
1838,675781562965868544,1694,511
1839,675740360753160193,1217,373
1840,675710890956750848,1986,896
1841,675707330206547968,2088,745
1842,675706639471788032,676,103
1843,675534494439489536,1899,450
1844,675531475945709568,1237,413
1845,675522403582218240,1088,307
1846,675517828909424640,1373,491
1847,675501075957489664,17978,6246
